id,name,phone_number,email,created_at,last_active_at,is_vip,total_balance,is_email_valid,is_phone_valid
1,User_1,998128444903,user1@maildomain7.com,2025-04-09 01:45:30.000000,2025-04-30 22:45:30.000000,True,885513532,True,True
2,User_2,998187425759,user2@maildomain3.com,2025-04-30 18:45:30.000000,2025-02-15 04:45:30.000000,True,243200511,True,True
3,User_3,998467219479,user3@maildomain6.com,2025-04-20 11:45:30.000000,2025-02-06 17:45:30.000000,True,510861563,True,True
4,User_4,998616717954,user4@maildomain1.com,2025-04-11 04:45:30.000000,2025-02-15 00:45:30.000000,True,92121785,True,True
5,User_5,998796241248,user5@maildomain8.com,2025-02-08 23:45:30.000000,2025-03-30 04:45:30.000000,False,146980613,True,True
6,User_6,998986371946,user6@maildomain7.com,2025-04-14 20:45:30.000000,2025-04-30 00:45:30.000000,True,797761061,True,True
7,User_7,998710866173,user7@maildomain5.com,2025-02-07 22:45:30.000000,2025-02-13 10:45:30.000000,True,964151091,True,True
8,User_8,998454629675,user8@maildomain2.com,2025-03-05 17:45:30.000000,2025-04-08 20:45:30.000000,False,296589039,True,True
9,User_9,998247867186,user9@maildomain8.com,2025-04-13 16:45:30.000000,2025-02-20 00:45:30.000000,True,377151177,True,True
10,User_10,998301822354,user10@maildomain1.com,2025-02-10 20:45:30.000000,2025-02-28 00:45:30.000000,True,124747228,True,True
11,User_11,998409508721,user11@maildomain10.com,2025-02-09 06:45:30.000000,2025-04-07 18:45:30.000000,False,482765887,True,True
12,User_12,998317990828,user12@maildomain3.com,2025-03-31 23:45:30.000000,2025-04-07 15:45:30.000000,True,597051746,True,True
13,User_13,998277538914,user13@maildomain4.com,2025-02-14 19:45:30.000000,2025-05-03 23:45:30.000000,False,304836958,True,True
14,User_14,998779258708,user14@maildomain3.com,2025-02-05 11:45:30.000000,2025-03-25 14:45:30.000000,True,494887592,True,True
15,User_15,998797038226,user15@maildomain6.com,2025-03-02 22:45:30.000000,2025-04-11 19:45:30.000000,True,725365637,True,True
16,User_16,998202118727,user16@maildomain6.com,2025-03-17 12:45:30.000000,2025-03-06 14:45:30.000000,False,872013236,True,True
17,User_17,998374738370,user17@maildomain5.com,2025-04-11 19:45:30.000000,2025-05-02 23:45:30.000000,True,983086132,True,True
18,User_18,998311380156,user18@maildomain10.com,2025-05-02 19:45:30.000000,2025-03-07 21:45:30.000000,True,133932383,True,True
19,User_19,998542521380,user19@maildomain2.com,2025-04-28 23:45:30.000000,2025-04-03 03:45:30.000000,True,322171048,True,True
20,User_20,998555206321,user20@maildomain7.com,2025-02-15 19:45:30.000000,2025-02-07 01:45:30.000000,True,602584876,True,True
21,User_21,998673898264,user21@maildomain6.com,2025-05-04 06:45:30.000000,2025-03-31 04:45:30.000000,True,213534512,True,True
22,User_22,998621038957,user22@maildomain8.com,2025-02-19 01:45:30.000000,2025-02-20 01:45:30.000000,False,242418763,True,True
23,User_23,998767438218,user23@maildomain7.com,2025-03-05 13:45:30.000000,2025-03-07 08:45:30.000000,False,449337010,True,True
24,User_24,998550896681,user24@maildomain4.com,2025-02-22 09:45:30.000000,2025-03-20 19:45:30.000000,True,273855520,True,True
25,User_25,998543227040,user25@maildomain3.com,2025-02-19 19:45:30.000000,2025-02-11 07:45:30.000000,True,775632256,True,True
26,User_26,998736600362,user26@maildomain9.com,2025-04-10 00:45:30.000000,2025-04-27 17:45:30.000000,True,709621683,True,True
27,User_27,998646469770,user27@maildomain9.com,2025-04-18 06:45:30.000000,2025-03-16 05:45:30.000000,True,187746780,True,True
28,User_28,998511275133,user28@maildomain10.com,2025-03-03 23:45:30.000000,2025-04-05 01:45:30.000000,True,681048987,True,True
29,User_29,998203647224,user29@maildomain9.com,2025-02-28 02:45:30.000000,2025-02-14 16:45:30.000000,True,371802555,True,True
30,User_30,998434575651,user30@maildomain10.com,2025-02-06 16:45:30.000000,2025-03-25 18:45:30.000000,True,788099962,True,True
31,User_31,998978639115,user31@maildomain5.com,2025-04-14 14:45:30.000000,2025-03-07 14:45:30.000000,False,817321073,True,True
32,User_32,998380551687,user32@maildomain2.com,2025-03-31 06:45:30.000000,2025-02-14 03:45:30.000000,False,849670490,True,True
33,User_33,998837642814,user33@maildomain5.com,2025-03-24 04:45:30.000000,2025-05-03 20:45:30.000000,False,515892660,True,True
34,User_34,998617142773,user34@maildomain9.com,2025-04-25 04:45:30.000000,2025-03-18 08:45:30.000000,True,404726579,True,True
35,User_35,998202816059,user35@maildomain4.com,2025-03-09 08:45:30.000000,2025-03-05 07:45:30.000000,False,593513925,True,True
36,User_36,998761372830,user36@maildomain9.com,2025-02-08 14:45:30.000000,2025-03-18 01:45:30.000000,False,410511487,True,True
37,User_37,998499581114,user37@maildomain9.com,2025-03-13 18:45:30.000000,2025-04-26 19:45:30.000000,True,896988389,True,True
38,User_38,998781920612,user38@maildomain10.com,2025-04-19 22:45:30.000000,2025-03-20 19:45:30.000000,False,461756492,True,True
39,User_39,998101658803,user39@maildomain1.com,2025-05-03 02:45:30.000000,2025-03-29 23:45:30.000000,False,7716371,True,True
40,User_40,998164392463,user40@maildomain5.com,2025-03-09 14:45:30.000000,2025-02-14 16:45:30.000000,True,14930306,True,True
41,User_41,998684011597,user41@maildomain7.com,2025-03-26 22:45:30.000000,2025-04-21 03:45:30.000000,False,246018059,True,True
42,User_42,998894377121,user42@maildomain2.com,2025-02-09 15:45:30.000000,2025-03-24 20:45:30.000000,True,699036541,True,True
43,User_43,998673502834,user43@maildomain6.com,2025-03-04 13:45:30.000000,2025-04-19 05:45:30.000000,False,945554896,True,True
44,User_44,998761377567,user44@maildomain7.com,2025-04-18 22:45:30.000000,2025-03-03 12:45:30.000000,False,85953283,True,True
45,User_45,998988151703,user45@maildomain7.com,2025-04-11 21:45:30.000000,2025-03-16 08:45:30.000000,False,689802316,True,True
46,User_46,998177397108,user46@maildomain7.com,2025-03-18 10:45:30.000000,2025-03-30 23:45:30.000000,False,430567952,True,True
47,User_47,998486854695,user47@maildomain2.com,2025-02-13 14:45:30.000000,2025-04-27 22:45:30.000000,False,770362707,True,True
48,User_48,998203375030,user48@maildomain9.com,2025-05-01 17:45:30.000000,2025-04-05 12:45:30.000000,False,469988555,True,True
49,User_49,998328917175,user49@maildomain5.com,2025-03-03 09:45:30.000000,2025-04-17 04:45:30.000000,False,927756541,True,True
50,User_50,998870318365,user50@maildomain7.com,2025-04-04 20:45:30.000000,2025-04-27 02:45:30.000000,True,204341540,True,True
51,User_51,998670937035,user51@maildomain7.com,2025-05-06 01:45:30.000000,2025-04-02 14:45:30.000000,False,344698283,True,True
52,User_52,998616515229,user52@maildomain9.com,2025-03-11 08:45:30.000000,2025-03-07 13:45:30.000000,False,974346570,True,True
53,User_53,998116007585,user53@maildomain4.com,2025-04-11 21:45:30.000000,2025-05-05 11:45:30.000000,True,83940811,True,True
54,User_54,998477193915,user54@maildomain10.com,2025-05-02 21:45:30.000000,2025-03-21 03:45:30.000000,False,88343066,True,True
55,User_55,998610288954,user55@maildomain2.com,2025-04-01 18:45:30.000000,2025-03-30 20:45:30.000000,True,931714018,True,True
56,User_56,998721366763,user56@maildomain4.com,2025-02-28 01:45:30.000000,2025-05-05 07:45:30.000000,False,884916682,True,True
57,User_57,998177990180,user57@maildomain7.com,2025-03-15 04:45:30.000000,2025-03-22 15:45:30.000000,True,699604379,True,True
58,User_58,998371950913,user58@maildomain7.com,2025-04-02 20:45:30.000000,2025-04-27 01:45:30.000000,False,803411430,True,True
59,User_59,998941796884,user59@maildomain3.com,2025-02-24 23:45:30.000000,2025-03-16 14:45:30.000000,True,119207968,True,True
60,User_60,998148743216,user60@maildomain8.com,2025-03-02 16:45:30.000000,2025-03-04 19:45:30.000000,True,84383284,True,True
61,User_61,998343509481,user61@maildomain2.com,2025-02-23 16:45:30.000000,2025-03-01 00:45:30.000000,False,874206963,True,True
62,User_62,998752069064,user62@maildomain7.com,2025-04-03 16:45:30.000000,2025-03-06 07:45:30.000000,True,785184037,True,True
63,User_63,998728594641,user63@maildomain8.com,2025-02-11 23:45:30.000000,2025-03-25 17:45:30.000000,True,578802995,True,True
64,User_64,998299521053,user64@maildomain10.com,2025-02-07 14:45:30.000000,2025-02-20 02:45:30.000000,False,433103335,True,True
65,User_65,998269140018,user65@maildomain9.com,2025-03-24 08:45:30.000000,2025-03-28 13:45:30.000000,True,582229033,True,True
66,User_66,998219872957,user66@maildomain10.com,2025-04-30 01:45:30.000000,2025-04-16 18:45:30.000000,True,177291005,True,True
67,User_67,998339830334,user67@maildomain3.com,2025-04-13 06:45:30.000000,2025-04-21 23:45:30.000000,False,207880354,True,True
68,User_68,998952790635,user68@maildomain10.com,2025-03-19 00:45:30.000000,2025-03-04 07:45:30.000000,False,174489994,True,True
69,User_69,998171849225,user69@maildomain6.com,2025-02-25 14:45:30.000000,2025-04-11 11:45:30.000000,True,163197003,True,True
70,User_70,998373110786,user70@maildomain6.com,2025-03-14 09:45:30.000000,2025-04-04 21:45:30.000000,False,356140016,True,True
71,User_71,998133606456,user71@maildomain6.com,2025-04-29 08:45:30.000000,2025-02-08 14:45:30.000000,True,169961948,True,True
72,User_72,998684674087,user72@maildomain5.com,2025-03-31 22:45:30.000000,2025-03-02 03:45:30.000000,False,572138964,True,True
73,User_73,998375247519,user73@maildomain7.com,2025-04-24 20:45:30.000000,2025-04-02 12:45:30.000000,False,23080798,True,True
74,User_74,998331691294,user74@maildomain5.com,2025-04-22 12:45:30.000000,2025-02-06 12:45:30.000000,False,23618825,True,True
75,User_75,998686006627,user75@maildomain3.com,2025-02-19 06:45:30.000000,2025-04-28 04:45:30.000000,False,582845498,True,True
76,User_76,998720675482,user76@maildomain3.com,2025-02-18 03:45:30.000000,2025-04-05 02:45:30.000000,True,719029199,True,True
77,User_77,998194599461,user77@maildomain4.com,2025-04-03 13:45:30.000000,2025-04-10 09:45:30.000000,False,509352763,True,True
78,User_78,998568358969,user78@maildomain1.com,2025-03-01 07:45:30.000000,2025-04-04 01:45:30.000000,True,979596602,True,True
79,User_79,998517033465,user79@maildomain9.com,2025-05-02 16:45:30.000000,2025-03-22 19:45:30.000000,False,539348071,True,True
80,User_80,998468444768,user80@maildomain2.com,2025-03-24 16:45:30.000000,2025-03-09 20:45:30.000000,False,635927589,True,True
81,User_81,998312065622,user81@maildomain2.com,2025-04-25 05:45:30.000000,2025-04-15 20:45:30.000000,True,963392233,True,True
82,User_82,998980440540,user82@maildomain7.com,2025-03-27 04:45:30.000000,2025-04-20 23:45:30.000000,False,563380600,True,True
83,User_83,998931883501,user83@maildomain10.com,2025-04-19 17:45:30.000000,2025-02-19 17:45:30.000000,True,77897734,True,True
84,User_84,998258922992,user84@maildomain8.com,2025-02-12 13:45:30.000000,2025-02-14 14:45:30.000000,True,964438178,True,True
85,User_85,998479385064,user85@maildomain6.com,2025-03-21 23:45:30.000000,2025-04-12 00:45:30.000000,True,900678368,True,True
86,User_86,998885577258,user86@maildomain8.com,2025-03-17 07:45:30.000000,2025-04-22 08:45:30.000000,True,440974465,True,True
87,User_87,998364393618,user87@maildomain5.com,2025-04-29 05:45:30.000000,2025-02-23 11:45:30.000000,False,562715333,True,True
88,User_88,998916839815,user88@maildomain10.com,2025-04-05 23:45:30.000000,2025-04-24 18:45:30.000000,True,306714010,True,True
89,User_89,998168382704,user89@maildomain5.com,2025-03-28 21:45:30.000000,2025-04-29 13:45:30.000000,False,805985847,True,True
90,User_90,998266960188,user90@maildomain5.com,2025-03-21 12:45:30.000000,2025-02-13 18:45:30.000000,True,528994055,True,True
91,User_91,998156038497,user91@maildomain5.com,2025-03-31 04:45:30.000000,2025-04-29 03:45:30.000000,True,245047368,True,True
92,User_92,998123071212,user92@maildomain8.com,2025-04-06 22:45:30.000000,2025-04-01 19:45:30.000000,True,962343608,True,True
93,User_93,998102328779,user93@maildomain8.com,2025-05-01 02:45:30.000000,2025-03-01 02:45:30.000000,False,826846442,True,True
94,User_94,998606545876,user94@maildomain7.com,2025-03-27 11:45:30.000000,2025-04-15 23:45:30.000000,False,295269431,True,True
95,User_95,998252463896,user95@maildomain2.com,2025-02-06 23:45:30.000000,2025-04-11 05:45:30.000000,False,355486403,True,True
96,User_96,998183933067,user96@maildomain10.com,2025-05-04 17:45:30.000000,2025-03-27 02:45:30.000000,True,1005831,True,True
97,User_97,998812834894,user97@maildomain10.com,2025-02-19 05:45:30.000000,2025-04-17 02:45:30.000000,False,35122622,True,True
98,User_98,998982061970,user98@maildomain9.com,2025-03-11 07:45:30.000000,2025-03-08 00:45:30.000000,False,500967765,True,True
99,User_99,998525518805,user99@maildomain8.com,2025-04-28 21:45:30.000000,2025-04-19 23:45:30.000000,True,571800382,True,True
100,User_100,998136717504,user100@maildomain2.com,2025-03-26 17:45:30.000000,2025-03-22 23:45:30.000000,False,37341191,True,True
101,User_101,998800721956,user101@maildomain3.com,2025-03-07 00:45:30.000000,2025-04-29 17:45:30.000000,True,164993575,True,True
102,User_102,998164161813,user102@maildomain9.com,2025-02-26 17:45:30.000000,2025-05-05 06:45:30.000000,True,636399436,True,True
103,User_103,998733482438,user103@maildomain9.com,2025-03-12 23:45:30.000000,2025-04-25 10:45:30.000000,True,250906586,True,True
104,User_104,998344365793,user104@maildomain1.com,2025-03-12 02:45:30.000000,2025-03-14 04:45:30.000000,False,740261998,True,True
105,User_105,998377333202,user105@maildomain6.com,2025-02-16 14:45:30.000000,2025-02-10 14:45:30.000000,True,69945485,True,True
106,User_106,998123511938,user106@maildomain1.com,2025-02-10 22:45:30.000000,2025-04-16 10:45:30.000000,True,892084940,True,True
107,User_107,998283982323,user107@maildomain9.com,2025-03-20 23:45:30.000000,2025-04-14 11:45:30.000000,True,76962955,True,True
108,User_108,998376631608,user108@maildomain9.com,2025-04-23 17:45:30.000000,2025-03-23 04:45:30.000000,True,951140647,True,True
109,User_109,998537665619,user109@maildomain9.com,2025-04-04 09:45:30.000000,2025-04-04 21:45:30.000000,False,843343793,True,True
110,User_110,998652167345,user110@maildomain9.com,2025-03-06 14:45:30.000000,2025-03-27 15:45:30.000000,False,905510572,True,True
111,User_111,998543788648,user111@maildomain7.com,2025-04-29 05:45:30.000000,2025-02-12 22:45:30.000000,True,420025057,True,True
112,User_112,998446029284,user112@maildomain9.com,2025-02-11 14:45:30.000000,2025-03-07 14:45:30.000000,True,646985160,True,True
113,User_113,998352515644,user113@maildomain5.com,2025-03-10 07:45:30.000000,2025-04-04 00:45:30.000000,False,538016967,True,True
114,User_114,998323548616,user114@maildomain2.com,2025-03-11 09:45:30.000000,2025-04-08 19:45:30.000000,True,948599015,True,True
115,User_115,998852492090,user115@maildomain1.com,2025-02-15 08:45:30.000000,2025-02-08 13:45:30.000000,False,2062011,True,True
116,User_116,998248098020,user116@maildomain3.com,2025-05-03 21:45:30.000000,2025-03-20 13:45:30.000000,False,224797819,True,True
117,User_117,998878062639,user117@maildomain1.com,2025-02-16 21:45:30.000000,2025-02-04 20:45:30.000000,False,170748875,True,True
118,User_118,998569322903,user118@maildomain6.com,2025-03-05 17:45:30.000000,2025-03-20 23:45:30.000000,True,413186166,True,True
119,User_119,998268040255,user119@maildomain5.com,2025-04-01 09:45:30.000000,2025-02-18 08:45:30.000000,True,234066758,True,True
120,User_120,998927982417,user120@maildomain8.com,2025-03-18 16:45:30.000000,2025-04-13 13:45:30.000000,False,993393514,True,True
121,User_121,998442459206,user121@maildomain8.com,2025-02-27 13:45:30.000000,2025-02-05 07:45:30.000000,False,291136256,True,True
122,User_122,998968466436,user122@maildomain9.com,2025-05-01 06:45:30.000000,2025-03-29 08:45:30.000000,True,126160827,True,True
123,User_123,998149949064,user123@maildomain7.com,2025-03-11 20:45:30.000000,2025-03-02 05:45:30.000000,False,785918859,True,True
124,User_124,998599666557,user124@maildomain6.com,2025-04-28 04:45:30.000000,2025-02-18 07:45:30.000000,False,962980146,True,True
125,User_125,998138409873,user125@maildomain1.com,2025-03-11 05:45:30.000000,2025-02-17 23:45:30.000000,False,963335367,True,True
126,User_126,998946527702,user126@maildomain6.com,2025-04-02 15:45:30.000000,2025-04-18 18:45:30.000000,False,120850482,True,True
127,User_127,998542945326,user127@maildomain7.com,2025-03-18 06:45:30.000000,2025-04-16 17:45:30.000000,True,151948658,True,True
128,User_128,998265189659,user128@maildomain9.com,2025-03-28 02:45:30.000000,2025-04-10 02:45:30.000000,False,162121863,True,True
129,User_129,998990082849,user129@maildomain10.com,2025-03-14 05:45:30.000000,2025-05-04 01:45:30.000000,False,490470036,True,True
130,User_130,998935060442,user130@maildomain10.com,2025-03-22 10:45:30.000000,2025-02-12 11:45:30.000000,False,391616829,True,True
131,User_131,998799187967,user131@maildomain4.com,2025-04-10 10:45:30.000000,2025-05-04 08:45:30.000000,False,576356404,True,True
132,User_132,998644095807,user132@maildomain4.com,2025-02-15 11:45:30.000000,2025-04-20 04:45:30.000000,True,9581663,True,True
133,User_133,998891937715,user133@maildomain1.com,2025-03-29 05:45:30.000000,2025-04-18 16:45:30.000000,False,602786797,True,True
